"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"355","com.ziksana.domain.assessment.member","src/main/java/com/ziksana/domain/assessment/member/TestGrade.java","3","19","Avoid excessively long variable names like isFacilitationUsed","Naming Rules","LongVariable"
"356","com.ziksana.domain.assessment.member","src/main/java/com/ziksana/domain/assessment/member/TestGrade.java","3","21","Avoid excessively long variable names like evaluatingMemberRole","Naming Rules","LongVariable"
"357","com.ziksana.domain.assessment.member","src/main/java/com/ziksana/domain/assessment/member/TestGrade.java","3","33","Parameter 'testGradeId' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"358","com.ziksana.domain.assessment.member","src/main/java/com/ziksana/domain/assessment/member/TestGrade.java","3","45","Parameter 'grade' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"359","com.ziksana.domain.assessment.member","src/main/java/com/ziksana/domain/assessment/member/TestGrade.java","3","57","Parameter 'visibility' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"360","com.ziksana.domain.assessment.member","src/main/java/com/ziksana/domain/assessment/member/TestGrade.java","3","69","Parameter 'isZeniGraded' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"361","com.ziksana.domain.assessment.member","src/main/java/com/ziksana/domain/assessment/member/TestGrade.java","3","81","Parameter 'isZeniGradedUsed' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"362","com.ziksana.domain.assessment.member","src/main/java/com/ziksana/domain/assessment/member/TestGrade.java","3","93","Avoid excessively long variable names like isFacilitationNeeded","Naming Rules","LongVariable"
"363","com.ziksana.domain.assessment.member","src/main/java/com/ziksana/domain/assessment/member/TestProgress.java","3","30","Parameter 'testProgressId' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"364","com.ziksana.domain.assessment.member","src/main/java/com/ziksana/domain/assessment/member/TestProgress.java","3","42","Parameter 'progress' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"365","com.ziksana.domain.assessment.member","src/main/java/com/ziksana/domain/assessment/member/TestProgress.java","3","54","Parameter 'test' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"366","com.ziksana.domain.assessment.member","src/main/java/com/ziksana/domain/assessment/member/TestProgress.java","3","66","Parameter 'startTime' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"367","com.ziksana.domain.assessment.member","src/main/java/com/ziksana/domain/assessment/member/TestProgress.java","3","78","Parameter 'endTime' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"368","com.ziksana.domain.assessment.member","src/main/java/com/ziksana/domain/assessment/member/TestSecurity.java","3","11","Document empty constructor","Design Rules","UncommentedEmptyConstructor"
"369","com.ziksana.domain.assessment.member","src/main/java/com/ziksana/domain/assessment/member/TestSecurity.java","3","15","Parameter 'securityType' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"370","com.ziksana.domain.assessment.member","src/main/java/com/ziksana/domain/assessment/member/TestSecurity.java","3","16","Avoid excessively long variable names like securityDataContentType","Naming Rules","LongVariable"
"371","com.ziksana.domain.assessment.member","src/main/java/com/ziksana/domain/assessment/member/TestSecurity.java","3","16","Parameter 'dataLink' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"372","com.ziksana.domain.assessment.member","src/main/java/com/ziksana/domain/assessment/member/TestSecurity.java","3","16","Parameter 'securityDataContentType' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"373","com.ziksana.domain.assessment.member","src/main/java/com/ziksana/domain/assessment/member/TestSecurity.java","3","24","Avoid excessively long variable names like securityDataContentType","Naming Rules","LongVariable"
"374","com.ziksana.domain.assessment.member","src/main/java/com/ziksana/domain/assessment/member/TestSecurity.java","3","37","Parameter 'securityId' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"375","com.ziksana.domain.assessment.member","src/main/java/com/ziksana/domain/assessment/member/TestSecurity.java","3","49","Parameter 'securityType' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"376","com.ziksana.domain.assessment.member","src/main/java/com/ziksana/domain/assessment/member/TestSecurity.java","3","62","Avoid excessively long variable names like securityDataContentType","Naming Rules","LongVariable"
"377","com.ziksana.domain.assessment.member","src/main/java/com/ziksana/domain/assessment/member/TestSubmission.java","3","16","Document empty constructor","Design Rules","UncommentedEmptyConstructor"
"378","com.ziksana.domain.assessment.member","src/main/java/com/ziksana/domain/assessment/member/TestSubmission.java","3","19","Parameter 'duration' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"379","com.ziksana.domain.assessment.member","src/main/java/com/ziksana/domain/assessment/member/TestSubmission.java","3","19","Parameter 'submittedResponse' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"380","com.ziksana.domain.assessment.member","src/main/java/com/ziksana/domain/assessment/member/TestSubmission.java","3","20","Parameter 'feedback' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"381","com.ziksana.domain.assessment.member","src/main/java/com/ziksana/domain/assessment/member/TestSubmission.java","3","20","Parameter 'isCorrectness' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"382","com.ziksana.domain.assessment.member","src/main/java/com/ziksana/domain/assessment/member/TestSubmission.java","3","20","Parameter 'isResponseType' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"383","com.ziksana.domain.assessment.member","src/main/java/com/ziksana/domain/assessment/member/TestSubmission.java","3","36","Avoid excessively long variable names like responseContentLink","Naming Rules","LongVariable"
"384","com.ziksana.domain.assessment.member","src/main/java/com/ziksana/domain/assessment/member/TestSubmission.java","3","44","Avoid excessively long variable names like evaluatingMemberRole","Naming Rules","LongVariable"
"385","com.ziksana.domain.assessment.member","src/main/java/com/ziksana/domain/assessment/member/TestSubmission.java","3","104","Avoid excessively long variable names like responseContentLink","Naming Rules","LongVariable"
"386","com.ziksana.domain.assessment.member","src/main/java/com/ziksana/domain/assessment/member/TestSubmission.java","3","200","Avoid excessively long variable names like evaluatingMemberRole","Naming Rules","LongVariable"
"387","com.ziksana.domain.assessment.member","src/main/java/com/ziksana/domain/assessment/member/TestSubmissionKeyword.java","3","11","Document empty constructor","Design Rules","UncommentedEmptyConstructor"
"388","com.ziksana.domain.assessment.member","src/main/java/com/ziksana/domain/assessment/member/TestSubmissionKeyword.java","3","15","Parameter 'weightage' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"389","com.ziksana.domain.assessment.member","src/main/java/com/ziksana/domain/assessment/member/TestSubmissionKeyword.java","3","15","Parameter 'weightedKeyword' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"390","com.ziksana.domain.assessment.member","src/main/java/com/ziksana/domain/assessment/member/TestSubmissionKeyword.java","3","21","Avoid excessively long variable names like submissionKeywordId","Naming Rules","LongVariable"
"391","com.ziksana.domain.assessment.member","src/main/java/com/ziksana/domain/assessment/member/TestSubmissionKeyword.java","3","35","Avoid excessively long variable names like submissionKeywordId","Naming Rules","LongVariable"
"392","com.ziksana.domain.assessment.member","src/main/java/com/ziksana/domain/assessment/member/TestSubmissionKeyword.java","3","35","Parameter 'submissionKeywordId' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"393","com.ziksana.domain.assessment.member","src/main/java/com/ziksana/domain/assessment/member/TestSubmissionKeyword.java","3","47","Parameter 'weightedKeyword' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"394","com.ziksana.domain.assessment.member","src/main/java/com/ziksana/domain/assessment/member/TestSubmissionKeyword.java","3","59","Parameter 'weightage' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"395","com.ziksana.domain.classtalk","src/main/java/com/ziksana/domain/classtalk/LearnerOnline.java","3","69","Parameter 'memberPersona' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"396","com.ziksana.domain.classtalk","src/main/java/com/ziksana/domain/classtalk/LearnerOnline.java","3","165","Parameter 'learningProgram' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"397","com.ziksana.domain.classtalk","src/main/java/com/ziksana/domain/classtalk/LearnerOnline.java","3","261","Parameter 'courseName' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"398","com.ziksana.domain.classtalk","src/main/java/com/ziksana/domain/classtalk/LearnerOnline.java","3","357","Parameter 'mood' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"399","com.ziksana.domain.classtalk","src/main/java/com/ziksana/domain/classtalk/LearnerOnline.java","3","403","Avoid variables with short names like o","Naming Rules","ShortVariable"
"400","com.ziksana.domain.classtalk","src/main/java/com/ziksana/domain/classtalk/LearnerOnline.java","3","403","Parameter 'o' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"401","com.ziksana.domain.common","src/main/java/com/ziksana/domain/common/Answer.java","3","16","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"402","com.ziksana.domain.common","src/main/java/com/ziksana/domain/common/Answer.java","3","17","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"403","com.ziksana.domain.common","src/main/java/com/ziksana/domain/common/Answer.java","3","21","Parameter 'answerId' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"404","com.ziksana.domain.common","src/main/java/com/ziksana/domain/common/Answer.java","3","21","Parameter 'question' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"405","com.ziksana.domain.common","src/main/java/com/ziksana/domain/common/AuditHistory.java","3","41","Parameter 'createdBy' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"406","com.ziksana.domain.common","src/main/java/com/ziksana/domain/common/AuditHistory.java","3","55","Parameter 'createdOn' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"407","com.ziksana.domain.common","src/main/java/com/ziksana/domain/common/AuditHistory.java","3","69","Parameter 'modifiedBy' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"408","com.ziksana.domain.common","src/main/java/com/ziksana/domain/common/AuditHistory.java","3","83","Parameter 'modifiedOn' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"409","com.ziksana.domain.common","src/main/java/com/ziksana/domain/common/BaseDomain.java","3","17","Avoid variables with short names like ID","Naming Rules","ShortVariable"
"410","com.ziksana.domain.common","src/main/java/com/ziksana/domain/common/BaseDomain.java","3","17","The field name indicates a constant but its modifiers do not","Naming Rules","SuspiciousConstantFieldName"
"411","com.ziksana.domain.common","src/main/java/com/ziksana/domain/common/BaseDomain.java","1","17","Variables should start with a lowercase character","Naming Rules","VariableNamingConventions"
"412","com.ziksana.domain.common","src/main/java/com/ziksana/domain/common/BaseDomain.java","3","34","Avoid variables with short names like iD","Naming Rules","ShortVariable"
"413","com.ziksana.domain.common","src/main/java/com/ziksana/domain/common/BaseDomain.java","3","34","Parameter 'iD' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"414","com.ziksana.domain.common","src/main/java/com/ziksana/domain/common/BaseDomain.java","3","48","Parameter 'memberPersona' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"415","com.ziksana.domain.common","src/main/java/com/ziksana/domain/common/BaseDomain.java","3","62","Parameter 'creationDate' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"416","com.ziksana.domain.common","src/main/java/com/ziksana/domain/common/Choice.java","3","8","Avoid variables with short names like id","Naming Rules","ShortVariable"
"417","com.ziksana.domain.common","src/main/java/com/ziksana/domain/common/Choice.java","3","8","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"418","com.ziksana.domain.common","src/main/java/com/ziksana/domain/common/Choice.java","3","8","Private field 'id' could be made final; it is only initialized in the declaration or constructor.","Design Rules","ImmutableField"
"419","com.ziksana.domain.common","src/main/java/com/ziksana/domain/common/Choice.java","3","9","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"420","com.ziksana.domain.common","src/main/java/com/ziksana/domain/common/Choice.java","3","9","Private field 'index' could be made final; it is only initialized in the declaration or constructor.","Design Rules","ImmutableField"
"421","com.ziksana.domain.common","src/main/java/com/ziksana/domain/common/Choice.java","3","10","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"422","com.ziksana.domain.common","src/main/java/com/ziksana/domain/common/Choice.java","3","10","Private field 'text' could be made final; it is only initialized in the declaration or constructor.","Design Rules","ImmutableField"
"423","com.ziksana.domain.common","src/main/java/com/ziksana/domain/common/Choice.java","3","21","Avoid variables with short names like id","Naming Rules","ShortVariable"
"424","com.ziksana.domain.common","src/main/java/com/ziksana/domain/common/Choice.java","3","21","Parameter 'id' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"425","com.ziksana.domain.common","src/main/java/com/ziksana/domain/common/Choice.java","3","21","Parameter 'index' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"426","com.ziksana.domain.common","src/main/java/com/ziksana/domain/common/Choice.java","3","21","Parameter 'text' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"427","com.ziksana.domain.common","src/main/java/com/ziksana/domain/common/Choice.java","3","28","Avoid variables with short names like id","Naming Rules","ShortVariable"
"428","com.ziksana.domain.common","src/main/java/com/ziksana/domain/common/Choice.java","3","28","Parameter 'id' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"429","com.ziksana.domain.common","src/main/java/com/ziksana/domain/common/Choice.java","3","28","Parameter 'index' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"430","com.ziksana.domain.common","src/main/java/com/ziksana/domain/common/Choice.java","3","85","Avoid variables with short names like o","Naming Rules","ShortVariable"
"431","com.ziksana.domain.common","src/main/java/com/ziksana/domain/common/Choice.java","3","97","Avoid using final local variables, turn them into fields","Controversial Rules","AvoidFinalLocalVariable"
"432","com.ziksana.domain.common","src/main/java/com/ziksana/domain/common/Choice.java","5","98","Found 'DD'-anomaly for variable 'result' (lines '98'-'99').","Controversial Rules","DataflowAnomalyAnalysis"
"433","com.ziksana.domain.common","src/main/java/com/ziksana/domain/common/Choice.java","3","110","Avoid using if statements without curly braces","Braces Rules","IfStmtsMustUseBraces"
"434","com.ziksana.domain.common","src/main/java/com/ziksana/domain/common/Choice.java","3","111","A method should have only one exit point, and that should be the last statement in the method","Controversial Rules","OnlyOneReturn"
"435","com.ziksana.domain.common","src/main/java/com/ziksana/domain/common/Choice.java","3","112","Avoid using if statements without curly braces","Braces Rules","IfStmtsMustUseBraces"
"436","com.ziksana.domain.common","src/main/java/com/ziksana/domain/common/Choice.java","3","113","A method should have only one exit point, and that should be the last statement in the method","Controversial Rules","OnlyOneReturn"
"437","com.ziksana.domain.common","src/main/java/com/ziksana/domain/common/Choice.java","3","114","Avoid using if statements without curly braces","Braces Rules","IfStmtsMustUseBraces"
"438","com.ziksana.domain.common","src/main/java/com/ziksana/domain/common/Choice.java","3","115","A method should have only one exit point, and that should be the last statement in the method","Controversial Rules","OnlyOneReturn"
"439","com.ziksana.domain.common","src/main/java/com/ziksana/domain/common/Choice.java","3","116","Local variable 'other' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"440","com.ziksana.domain.common","src/main/java/com/ziksana/domain/common/Choice.java","3","118","Avoid using if statements without curly braces","Braces Rules","IfStmtsMustUseBraces"
"441","com.ziksana.domain.common","src/main/java/com/ziksana/domain/common/Choice.java","3","119","A method should have only one exit point, and that should be the last statement in the method","Controversial Rules","OnlyOneReturn"
"442","com.ziksana.domain.common","src/main/java/com/ziksana/domain/common/Choice.java","3","120","Avoid using if statements without curly braces","Braces Rules","IfStmtsMustUseBraces"
"443","com.ziksana.domain.common","src/main/java/com/ziksana/domain/common/Choice.java","3","121","A method should have only one exit point, and that should be the last statement in the method","Controversial Rules","OnlyOneReturn"
"444","com.ziksana.domain.common","src/main/java/com/ziksana/domain/common/Header.java","3","14","Parameter 'token' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"445","com.ziksana.domain.common","src/main/java/com/ziksana/domain/common/Header.java","3","22","Parameter 'codeError' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"446","com.ziksana.domain.common","src/main/java/com/ziksana/domain/common/Header.java","3","30","Parameter 'msgType' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"447","com.ziksana.domain.common","src/main/java/com/ziksana/domain/common/Header.java","3","38","Parameter 'controllerName' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"448","com.ziksana.domain.common","src/main/java/com/ziksana/domain/common/MediaServerURL.java","3","15","Avoid excessively long variable names like flashRecordingScript","Naming Rules","LongVariable"
"449","com.ziksana.domain.common","src/main/java/com/ziksana/domain/common/MediaServerURL.java","3","17","Avoid excessively long variable names like flashRecordingFolder","Naming Rules","LongVariable"
"450","com.ziksana.domain.common","src/main/java/com/ziksana/domain/common/MediaServerURL.java","3","23","Avoid excessively long variable names like flashRecordingFolder","Naming Rules","LongVariable"
"451","com.ziksana.domain.common","src/main/java/com/ziksana/domain/common/MediaServerURL.java","3","23","Parameter 'flashRecordingFolder' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"452","com.ziksana.domain.common","src/main/java/com/ziksana/domain/common/MediaServerURL.java","3","33","Avoid excessively long variable names like flashRecordingScript","Naming Rules","LongVariable"
"453","com.ziksana.domain.common","src/main/java/com/ziksana/domain/common/MediaServerURL.java","3","33","Parameter 'flashRecordingScript' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"454","com.ziksana.domain.common","src/main/java/com/ziksana/domain/common/MediaServerURL.java","3","41","Parameter 'url' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"455","com.ziksana.domain.common","src/main/java/com/ziksana/domain/common/MediaServerURL.java","3","48","Parameter 'uploadScript' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"456","com.ziksana.domain.common","src/main/java/com/ziksana/domain/common/MediaServerURL.java","3","56","Parameter 'uploadContent' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"457","com.ziksana.domain.common","src/main/java/com/ziksana/domain/common/NameValue.java","3","5","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"458","com.ziksana.domain.common","src/main/java/com/ziksana/domain/common/NameValue.java","3","6","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"459","com.ziksana.domain.common","src/main/java/com/ziksana/domain/common/NameValue.java","3","10","Parameter 'name' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"460","com.ziksana.domain.common","src/main/java/com/ziksana/domain/common/NameValue.java","3","16","Parameter 'value' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"461","com.ziksana.domain.common","src/main/java/com/ziksana/domain/common/Question.java","4","10","Avoid unused imports such as 'com.ziksana.id.IntegerZID'","Type Resolution Rules","UnusedImports"
"462","com.ziksana.domain.common","src/main/java/com/ziksana/domain/common/Question.java","4","10","Avoid unused imports such as 'com.ziksana.id.IntegerZID'","Type Resolution Rules","UnusedImports"
"463","com.ziksana.domain.common","src/main/java/com/ziksana/domain/common/Question.java","3","19","Avoid variables with short names like id","Naming Rules","ShortVariable"
"464","com.ziksana.domain.common","src/main/java/com/ziksana/domain/common/Question.java","3","33","Avoid variables with short names like id","Naming Rules","ShortVariable"
"465","com.ziksana.domain.common","src/main/java/com/ziksana/domain/common/Question.java","3","33","Parameter 'id' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"466","com.ziksana.domain.common","src/main/java/com/ziksana/domain/common/Question.java","3","42","Parameter 'choices' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"467","com.ziksana.domain.common","src/main/java/com/ziksana/domain/common/Question.java","3","65","Parameter 'responseDate' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"468","com.ziksana.domain.common","src/main/java/com/ziksana/domain/common/Question.java","3","69","Parameter 'questionId' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"469","com.ziksana.domain.common","src/main/java/com/ziksana/domain/common/Question.java","3","69","Parameter 'text' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"470","com.ziksana.domain.common","src/main/java/com/ziksana/domain/common/QuestionResponse.java","3","13","Parameter 'question' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"471","com.ziksana.domain.common","src/main/java/com/ziksana/domain/common/QuestionResponse.java","3","22","Parameter 'choice' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"472","com.ziksana.domain.common","src/main/java/com/ziksana/domain/common/TagCloud.java","3","14","It is a good practice to call super() in a constructor","Controversial Rules","CallSuperInConstructor"
"473","com.ziksana.domain.common","src/main/java/com/ziksana/domain/common/TagCloud.java","3","14","Parameter 'tagName' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"474","com.ziksana.domain.common","src/main/java/com/ziksana/domain/common/TagCloud.java","3","14","Parameter 'tagType' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"475","com.ziksana.domain.common","src/main/java/com/ziksana/domain/common/TagCloud.java","3","19","Document empty constructor","Design Rules","UncommentedEmptyConstructor"
"476","com.ziksana.domain.common","src/main/java/com/ziksana/domain/common/TagCloud.java","3","19","It is a good practice to call super() in a constructor","Controversial Rules","CallSuperInConstructor"
"477","com.ziksana.domain.common","src/main/java/com/ziksana/domain/common/TagCloud.java","3","24","Avoid excessively long variable names like zeniSuggestedIndicator","Naming Rules","LongVariable"
"478","com.ziksana.domain.common","src/main/java/com/ziksana/domain/common/TagCloud.java","3","37","Parameter 'tagName' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"479","com.ziksana.domain.common","src/main/java/com/ziksana/domain/common/TagCloud.java","2","50","Avoid reassigning parameters such as 'tagType'","Design Rules","AvoidReassigningParameters"
"480","com.ziksana.domain.common","src/main/java/com/ziksana/domain/common/TagCloud.java","3","66","Avoid excessively long variable names like zeniSuggestedIndicator","Naming Rules","LongVariable"
"481","com.ziksana.domain.common","src/main/java/com/ziksana/domain/common/TagCloud.java","3","66","Parameter 'zeniSuggestedIndicator' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"482","com.ziksana.domain.common","src/main/java/com/ziksana/domain/common/TagCloud.java","3","78","Parameter 'creatingMember' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"483","com.ziksana.domain.common","src/main/java/com/ziksana/domain/common/ZiksanaMessage.java","3","15","Parameter 'content' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"484","com.ziksana.domain.common","src/main/java/com/ziksana/domain/common/ZiksanaMessage.java","3","23","Parameter 'header' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"485","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/CertificateType.java","3","15","Avoid variables with short names like id","Naming Rules","ShortVariable"
"486","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/CertificateType.java","3","19","Avoid variables with short names like id","Naming Rules","ShortVariable"
"487","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/CertificateType.java","3","19","Parameter 'id' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"488","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/CertificateType.java","3","19","Parameter 'name' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"489","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/CertificateType.java","3","32","Avoid variables with short names like ID","Naming Rules","ShortVariable"
"490","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/CertificateType.java","3","32","Parameter 'ID' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"491","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/ComponentContentType.java","3","14","Avoid variables with short names like id","Naming Rules","ShortVariable"
"492","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/ComponentContentType.java","3","18","Avoid variables with short names like id","Naming Rules","ShortVariable"
"493","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/ComponentContentType.java","3","18","Parameter 'id' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"494","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/ComponentContentType.java","3","18","Parameter 'name' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"495","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/ComponentContentType.java","3","31","Avoid variables with short names like ID","Naming Rules","ShortVariable"
"496","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/ComponentContentType.java","3","31","Parameter 'ID' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"497","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/ComponentType.java","3","22","Avoid variables with short names like id","Naming Rules","ShortVariable"
"498","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/ComponentType.java","3","26","Avoid variables with short names like id","Naming Rules","ShortVariable"
"499","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/ComponentType.java","3","26","Parameter 'id' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"500","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/ComponentType.java","3","26","Parameter 'name' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"501","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/ComponentType.java","3","39","Avoid variables with short names like ID","Naming Rules","ShortVariable"
"502","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/ComponentType.java","3","39","Parameter 'ID' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"503","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/Content.java","3","9","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"504","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/Content.java","3","11","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"505","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/Content.java","3","13","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"506","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/Content.java","3","15","Avoid excessively long variable names like numberOfThumbnails","Naming Rules","LongVariable"
"507","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/Content.java","3","15","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"508","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/Content.java","3","17","Avoid excessively long variable names like thumbnailPicturePath","Naming Rules","LongVariable"
"509","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/Content.java","3","17","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"510","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/Content.java","3","25","Avoid excessively long variable names like numberOfThumbnails","Naming Rules","LongVariable"
"511","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/Content.java","3","25","Parameter 'numberOfThumbnails' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
